,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_n,neighbourhood_n,room_type_n,neighbourhood_group_le,room_type_le
21040,110358650,Manhattan,Harlem,40.80767,-73.95127,Entire home/apt,3,56,2.01,1,256,1,2,1,2,0
13156,2239025,Brooklyn,South Slope,40.66495,-73.98989,Entire home/apt,3,0,,1,0,0,10,1,1,0
9497,5369287,Brooklyn,Williamsburg,40.70995,-73.96722,Private room,1,13,0.28,1,188,0,12,0,1,1
6905,15297517,Manhattan,Upper East Side,40.78096,-73.9475,Entire home/apt,4,9,0.19,1,0,1,28,1,2,0
46331,257586719,Brooklyn,Bath Beach,40.60551,-74.00129,Private room,1,2,2.0,1,90,0,197,0,1,1
37804,1476599,Brooklyn,Williamsburg,40.71545,-73.96344,Entire home/apt,4,2,0.32,1,28,0,12,1,1,0
32816,35967771,Brooklyn,Williamsburg,40.72021,-73.95949,Entire home/apt,2,3,0.29,1,0,0,12,1,1,0
36713,186349150,Brooklyn,Bedford-Stuyvesant,40.69044,-73.95405,Private room,1,3,0.34,1,0,0,6,0,1,1
45727,35514248,Brooklyn,Bedford-Stuyvesant,40.68327,-73.91797,Entire home/apt,1,8,6.86,1,272,0,6,1,1,0
2891,5556571,Brooklyn,Williamsburg,40.70617,-73.93761,Shared room,1,34,0.48,3,75,0,12,2,1,2
1373,3002643,Manhattan,Hell's Kitchen,40.76257,-73.99303,Entire home/apt,3,35,0.42,1,38,1,7,1,2,0
20708,71540842,Queens,Ridgewood,40.70777,-73.91053,Entire home/apt,3,90,2.93,2,72,2,44,1,3,0
48276,271844440,Queens,Rockaway Beach,40.58967,-73.81351,Entire home/apt,1,0,,3,172,2,62,1,3,0
3428,10534508,Manhattan,West Village,40.73075,-74.00238,Entire home/apt,45,21,0.31,1,0,1,11,1,2,0
38566,159142440,Manhattan,Upper West Side,40.80401,-73.96635,Private room,1,7,1.02,1,0,1,8,0,2,1
42935,147983579,Brooklyn,Bedford-Stuyvesant,40.68901,-73.94031,Entire home/apt,4,6,2.9,2,230,0,6,1,1,0
35064,50912,Brooklyn,Crown Heights,40.67268,-73.96108,Entire home/apt,1,9,0.99,1,364,0,15,1,1,0
40887,217784241,Brooklyn,Williamsburg,40.70999,-73.96097,Private room,1,33,6.92,4,0,0,12,0,1,1
33783,10457486,Brooklyn,Bushwick,40.69808,-73.92417,Private room,1,17,1.63,1,106,0,21,0,1,1
3129,9702964,Manhattan,East Village,40.72394,-73.98941,Entire home/apt,4,43,0.68,1,188,1,19,1,2,0
31911,5074874,Manhattan,Harlem,40.80793,-73.95127,Entire home/apt,2,3,0.24,1,6,1,2,1,2,0
32169,188391102,Brooklyn,Crown Heights,40.67431,-73.94065,Entire home/apt,5,2,0.15,2,364,0,15,1,1,0
46675,265372312,Manhattan,Hell's Kitchen,40.76015,-73.99341,Entire home/apt,1,5,5.0,1,124,1,7,1,2,0
5098,710916,Brooklyn,Crown Heights,40.67541,-73.94408,Entire home/apt,1,233,3.89,1,295,0,15,1,1,0
15004,45990565,Bronx,Morris Heights,40.8522,-73.91014,Private room,3,21,0.64,2,127,4,105,0,0,1
30546,176890090,Brooklyn,Crown Heights,40.67799,-73.94222,Shared room,2,13,0.81,1,81,0,15,2,1,2
17915,84003200,Brooklyn,Flatbush,40.64314,-73.95817,Entire home/apt,2,88,3.18,1,255,0,22,1,1,0
4426,1504257,Brooklyn,Williamsburg,40.71756,-73.95579,Entire home/apt,8,23,0.38,1,297,0,12,1,1,0
10244,8475475,Manhattan,Upper West Side,40.78128,-73.98184,Entire home/apt,2,3,0.06,1,0,1,8,1,2,0
13405,25821059,Manhattan,West Village,40.73482,-74.00834,Entire home/apt,2,6,0.15,1,0,1,11,1,2,0
27022,83093714,Manhattan,Harlem,40.81631,-73.94203,Private room,1,1,0.05,1,0,1,2,0,2,1
10447,3348610,Manhattan,Chelsea,40.75014,-73.99069,Entire home/apt,6,17,0.37,1,0,1,14,1,2,0
7694,6877794,Brooklyn,Bedford-Stuyvesant,40.68777,-73.94171,Entire home/apt,6,12,0.24,1,66,0,6,1,1,0
6803,1292274,Manhattan,Upper East Side,40.78343,-73.94764,Private room,1,51,0.93,2,88,1,28,0,2,1
12015,48534909,Queens,Astoria,40.76483,-73.91522,Entire home/apt,4,4,0.09,1,0,2,56,1,3,0
30708,16851857,Bronx,Wakefield,40.89691,-73.85121,Entire home/apt,21,11,0.75,4,343,4,88,1,0,0
28364,60981198,Brooklyn,Bedford-Stuyvesant,40.69106,-73.93707,Private room,4,5,0.5,3,132,0,6,0,1,1
10307,1330961,Brooklyn,Williamsburg,40.71502,-73.96436,Entire home/apt,1,0,,1,0,0,12,1,1,0
30416,112843970,Brooklyn,East New York,40.67594,-73.89365,Entire home/apt,3,61,3.73,2,127,0,70,1,1,0
8177,2822805,Brooklyn,Bedford-Stuyvesant,40.68563,-73.94953,Private room,30,23,0.48,8,244,0,6,0,1,1
28512,161458034,Brooklyn,Windsor Terrace,40.65136,-73.97689,Entire home/apt,3,37,1.95,1,71,0,17,1,1,0
19107,96347002,Brooklyn,Crown Heights,40.67752,-73.96029,Entire home/apt,60,0,,1,364,0,15,1,1,0
8659,7088466,Brooklyn,Prospect Heights,40.67904,-73.967,Entire home/apt,2,13,0.27,1,0,0,29,1,1,0
27498,26379887,Brooklyn,Greenpoint,40.72891,-73.95618,Private room,2,4,0.2,1,0,0,20,0,1,1
41729,243766178,Bronx,Westchester Square,40.83619,-73.84916,Private room,4,1,0.22,1,0,4,209,0,0,1
2748,7727015,Manhattan,Lower East Side,40.7204,-73.99042,Entire home/apt,5,9,0.16,1,0,1,23,1,2,0
20817,59559158,Manhattan,Tribeca,40.72355,-74.01045,Entire home/apt,2,30,1.03,1,38,1,77,1,2,0
12732,19256647,Queens,Flushing,40.73157,-73.83263,Entire home/apt,7,0,,1,0,2,37,1,3,0
48866,274225617,Queens,Briarwood,40.70786,-73.81448,Entire home/apt,1,0,,1,159,2,94,1,3,0
29441,1653265,Brooklyn,Williamsburg,40.71136,-73.9534,Private room,1,0,,1,0,0,12,0,1,1
31950,177156643,Queens,Flushing,40.76991,-73.8265,Private room,3,24,1.73,1,153,2,37,0,3,1
29961,22375303,Brooklyn,Bedford-Stuyvesant,40.67966,-73.93045,Private room,1,70,4.9,2,291,0,6,0,1,1
24227,7958923,Brooklyn,Bedford-Stuyvesant,40.69158,-73.94329,Entire home/apt,1,6,0.58,2,213,0,6,1,1,0
42391,144839232,Bronx,Mott Haven,40.80981,-73.92031,Private room,1,9,3.38,1,176,4,98,0,0,1
48111,188453457,Bronx,Claremont Village,40.84037,-73.8998,Private room,1,0,,2,166,4,142,0,0,1
7702,30224326,Manhattan,Morningside Heights,40.8063,-73.96268,Entire home/apt,7,2,0.05,1,0,1,45,1,2,0
12747,18799694,Manhattan,East Village,40.73333,-73.99075,Entire home/apt,1,0,,1,0,1,19,1,2,0
19247,47617616,Queens,Long Island City,40.74569,-73.94684,Private room,4,10,0.33,1,70,2,25,0,3,1
31152,128217748,Brooklyn,Bedford-Stuyvesant,40.6856,-73.94388,Private room,1,75,4.91,3,295,0,6,0,1,1
30863,23422026,Brooklyn,Bedford-Stuyvesant,40.68998,-73.93716,Entire home/apt,3,0,,1,125,0,6,1,1,0
41020,15437944,Brooklyn,Williamsburg,40.70703,-73.95396,Private room,2,0,,1,0,0,12,0,1,1
9686,3676701,Brooklyn,Clinton Hill,40.68128,-73.96286,Entire home/apt,3,5,0.1,1,0,0,3,1,1,0
27441,6336630,Brooklyn,Williamsburg,40.71346,-73.95733,Entire home/apt,2,3,0.16,1,0,0,12,1,1,0
41717,79499558,Queens,Jackson Heights,40.75135,-73.88378,Private room,4,14,3.72,4,50,2,83,0,3,1
32612,16978300,Manhattan,Upper West Side,40.77226,-73.98876,Entire home/apt,2,0,,1,0,1,8,1,2,0
40122,230025652,Queens,Queens Village,40.70533,-73.7485,Private room,2,13,2.06,4,6,2,61,0,3,1
14486,31284498,Brooklyn,Williamsburg,40.71905,-73.95426,Entire home/apt,1,0,,1,0,0,12,1,1,0
17704,82398569,Brooklyn,East Flatbush,40.65214,-73.93126,Entire home/apt,2,85,2.36,1,33,0,54,1,1,0
29984,86771798,Manhattan,Murray Hill,40.74742,-73.9766,Entire home/apt,5,14,0.86,2,50,1,5,1,2,0
1507,3375455,Staten Island,Mariners Harbor,40.62879,-74.16062,Private room,2,48,0.59,1,232,3,109,0,4,1
46537,59392167,Queens,Sunnyside,40.74793,-73.92034,Private room,4,0,,1,69,2,39,0,3,1
35636,213660495,Queens,Long Island City,40.75472,-73.91891,Entire home/apt,2,27,2.74,1,0,2,25,1,3,0
13781,29741970,Brooklyn,Greenpoint,40.72508,-73.94488,Private room,2,14,0.37,1,0,0,20,0,1,1
44804,86181642,Queens,Astoria,40.77352,-73.92836,Entire home/apt,1,5,2.38,1,24,2,56,1,3,0
35839,2757243,Manhattan,Hell's Kitchen,40.7557,-73.99337,Entire home/apt,2,6,0.64,1,4,1,7,1,2,0
24143,90531014,Manhattan,East Harlem,40.78565,-73.9436,Private room,2,10,0.42,1,66,1,4,0,2,1
48632,273354185,Bronx,Castle Hill,40.81539,-73.84669,Private room,2,0,,7,177,4,200,0,0,1
7593,946943,Brooklyn,Williamsburg,40.71212,-73.94965,Entire home/apt,4,58,1.21,3,3,0,12,1,1,0
675,417504,Brooklyn,Greenpoint,40.73708,-73.95271,Entire home/apt,3,23,0.26,28,60,0,20,1,1,0
5181,18836774,Manhattan,Upper East Side,40.77693,-73.95632,Private room,3,56,0.94,5,138,1,28,0,2,1
9440,6697833,Manhattan,Washington Heights,40.85487,-73.93777,Entire home/apt,7,2,0.04,1,0,1,30,1,2,0
13515,16682678,Manhattan,Kips Bay,40.74091,-73.98271,Entire home/apt,1,3,0.07,1,0,1,26,1,2,0
41924,46081317,Queens,Astoria,40.75547,-73.91539,Private room,20,2,0.91,3,0,2,56,0,3,1
23373,45935367,Brooklyn,Williamsburg,40.70736,-73.95571,Private room,1,39,2.03,1,2,0,12,0,1,1
46147,84260385,Queens,Corona,40.73505,-73.86144,Private room,1,0,,1,179,2,162,0,3,1
27501,22675680,Queens,Forest Hills,40.71825,-73.83502,Shared room,1,68,3.62,1,125,2,63,2,3,2
29078,5064699,Brooklyn,Bedford-Stuyvesant,40.68772,-73.94094,Private room,2,5,0.27,2,0,0,6,0,1,1
41690,3048319,Manhattan,Hell's Kitchen,40.76188,-73.99925,Entire home/apt,30,0,,2,342,1,7,1,2,0
40056,229109330,Brooklyn,Bedford-Stuyvesant,40.68441,-73.94632,Private room,2,0,,1,31,0,6,0,1,1
47474,18288234,Manhattan,Hell's Kitchen,40.76035,-73.99039,Entire home/apt,3,0,,1,333,1,7,1,2,0
33424,119669058,Brooklyn,Bedford-Stuyvesant,40.69299,-73.95675,Shared room,1,21,1.77,34,365,0,6,2,1,2
3160,9522524,Brooklyn,Canarsie,40.64448,-73.89222,Private room,5,72,1.11,5,349,0,100,0,1,1
47119,159598333,Manhattan,Upper East Side,40.78166,-73.94593,Entire home/apt,30,0,,5,344,1,28,1,2,0
36171,27186438,Brooklyn,East Flatbush,40.65345,-73.94881,Private room,6,2,0.22,1,311,0,54,0,1,1
2258,5585945,Brooklyn,Red Hook,40.67685,-74.00581,Entire home/apt,3,162,2.15,1,300,0,123,1,1,0
9779,18277294,Brooklyn,Crown Heights,40.67065,-73.93544,Private room,8,1,0.02,1,0,0,15,0,1,1
4758,5783747,Brooklyn,Fort Greene,40.68981,-73.97768,Entire home/apt,3,29,0.49,1,6,0,13,1,1,0
22823,8594019,Manhattan,Morningside Heights,40.81651,-73.95924,Private room,5,1,0.04,2,0,1,45,0,2,1
33144,14170288,Manhattan,Little Italy,40.71829,-73.9978,Entire home/apt,30,0,,1,89,1,53,1,2,0
10429,15311573,Brooklyn,Prospect-Lefferts Gardens,40.65798,-73.95985,Private room,3,14,0.31,1,0,0,24,0,1,1
7444,16862116,Brooklyn,Bedford-Stuyvesant,40.69158,-73.93823,Private room,2,5,0.1,1,364,0,6,0,1,1
39540,129328105,Manhattan,Upper East Side,40.77423,-73.96561,Entire home/apt,2,1,0.42,1,50,1,28,1,2,0
5527,20809866,Brooklyn,Park Slope,40.66972,-73.97954,Entire home/apt,4,111,1.9,1,9,0,16,1,1,0
3762,11552512,Queens,Sunnyside,40.74622,-73.92296,Entire home/apt,2,5,0.19,1,81,2,39,1,3,0
6070,14546480,Brooklyn,Bushwick,40.7026,-73.92787,Entire home/apt,3,4,0.08,1,0,0,21,1,1,0
20263,28365672,Manhattan,Morningside Heights,40.80793,-73.95799,Private room,6,0,,1,0,1,45,0,2,1
21305,36980831,Manhattan,Hell's Kitchen,40.76617,-73.98398,Private room,3,2,0.07,1,83,1,7,0,2,1
42895,215556105,Queens,Flushing,40.76695,-73.81638,Entire home/apt,7,0,,3,174,2,37,1,3,0
39015,51610412,Brooklyn,Bushwick,40.70424,-73.92682,Private room,4,2,0.28,1,0,0,21,0,1,1
25443,142878742,Manhattan,East Harlem,40.78828,-73.94385,Private room,1,163,7.27,3,75,1,4,0,2,1
15571,10158478,Manhattan,Hell's Kitchen,40.76148,-73.99489,Private room,1,0,,1,0,1,7,0,2,1
2998,9117590,Manhattan,East Harlem,40.80012,-73.94087,Private room,2,235,3.37,1,23,1,4,0,2,1
23740,61649734,Brooklyn,Bushwick,40.69019,-73.91384,Private room,1,194,7.66,2,7,0,21,0,1,1
40160,50241946,Manhattan,Midtown,40.75017,-73.97241,Private room,2,20,3.17,1,1,1,1,0,2,1
41260,239360406,Brooklyn,Bensonhurst,40.61487,-74.00666,Private room,1,15,3.02,1,0,0,76,0,1,1
47880,40299079,Brooklyn,Flatbush,40.63926,-73.96416,Entire home/apt,2,0,,2,71,0,22,1,1,0
46525,119846581,Queens,Sunnyside,40.74338,-73.92191,Entire home/apt,2,7,6.56,1,129,2,39,1,3,0
48082,23773167,Manhattan,Harlem,40.8233,-73.95122,Entire home/apt,3,0,,2,326,1,2,1,2,0
43690,10951481,Brooklyn,Williamsburg,40.71092,-73.96717,Entire home/apt,30,0,,5,222,0,12,1,1,0
18253,87521021,Brooklyn,East Flatbush,40.65825,-73.92191,Private room,2,41,1.15,1,250,0,54,0,1,1
11411,46401675,Manhattan,East Harlem,40.7929,-73.94108,Private room,1,0,,1,0,1,4,0,2,1
5729,21652004,Queens,Astoria,40.75637,-73.92132,Entire home/apt,2,1,0.04,1,0,2,56,1,3,0
33059,104913801,Queens,Long Island City,40.75654,-73.94232,Private room,2,42,3.59,2,54,2,25,0,3,1
9326,37325763,Manhattan,East Village,40.72393,-73.98271,Private room,1,0,,1,0,1,19,0,2,1
1600,417504,Brooklyn,Greenpoint,40.73844,-73.95456,Entire home/apt,3,116,1.56,28,36,0,20,1,1,0
11450,1020828,Manhattan,Hell's Kitchen,40.76392,-73.99514,Entire home/apt,1,1,0.03,1,0,1,7,1,2,0
19694,101883929,Brooklyn,Boerum Hill,40.68326,-73.98004,Entire home/apt,4,83,2.82,1,254,0,38,1,1,0
15898,70244331,Manhattan,Chelsea,40.74078,-73.99923,Entire home/apt,1,198,5.16,1,269,1,14,1,2,0
16591,42682752,Brooklyn,Cobble Hill,40.68868,-73.99206,Private room,2,17,0.45,3,0,0,36,0,1,1
44621,219517861,Manhattan,Theater District,40.75975,-73.98586,Entire home/apt,29,0,,327,221,1,71,1,2,0
43131,5421086,Manhattan,Harlem,40.82254,-73.9501,Entire home/apt,30,0,,1,102,1,2,1,2,0
24166,10856865,Manhattan,Upper West Side,40.77727,-73.98127,Entire home/apt,3,23,1.1,1,237,1,8,1,2,0
28119,42804325,Manhattan,Roosevelt Island,40.76858,-73.94436,Private room,7,1,0.08,1,0,1,51,0,2,1
31884,173852911,Queens,Far Rockaway,40.59486,-73.73837,Entire home/apt,2,22,1.6,1,47,2,159,1,3,0
43638,51434683,Manhattan,Harlem,40.80717,-73.94386,Entire home/apt,2,6,2.31,1,0,1,2,1,2,0
29675,118390361,Manhattan,Upper East Side,40.78096,-73.95412,Private room,2,88,5.69,1,107,1,28,0,2,1
16980,16288928,Brooklyn,Park Slope,40.67885,-73.97929,Entire home/apt,7,14,0.64,2,360,0,16,1,1,0
28564,10004299,Brooklyn,Prospect Heights,40.682,-73.97231,Private room,2,0,,1,0,0,29,0,1,1
19451,30047867,Brooklyn,Bedford-Stuyvesant,40.68707,-73.94437,Private room,2,3,0.09,1,0,0,6,0,1,1
11008,44782700,Brooklyn,Bedford-Stuyvesant,40.68426,-73.91939,Entire home/apt,3,63,1.39,1,354,0,6,1,1,0
19445,99651727,Bronx,Mott Haven,40.81072,-73.92349,Entire home/apt,2,26,0.85,1,260,4,98,1,0,0
7965,24216745,Brooklyn,Williamsburg,40.71482,-73.93863,Entire home/apt,30,1,0.05,1,128,0,12,1,1,0
35616,213604115,Brooklyn,East New York,40.66631,-73.86278,Private room,2,17,1.68,1,334,0,70,0,1,1
38275,226664611,Queens,South Ozone Park,40.68048,-73.8125,Entire home/apt,2,26,3.8,2,317,2,160,1,3,0
39043,3104928,Manhattan,Upper East Side,40.78191,-73.95292,Entire home/apt,3,11,1.78,1,36,1,28,1,2,0
41584,241889662,Manhattan,West Village,40.73697,-74.00343,Private room,1,2,0.59,5,334,1,11,0,2,1
28077,6411632,Brooklyn,Williamsburg,40.71344,-73.95702,Entire home/apt,3,2,0.12,1,0,0,12,1,1,0
7510,5934575,Manhattan,East Village,40.72795,-73.98539,Private room,4,6,0.14,1,35,1,19,0,2,1
38756,107434423,Manhattan,Tribeca,40.71488,-74.00687,Entire home/apt,30,1,0.19,232,1,1,77,1,2,0
45557,6503950,Brooklyn,Bushwick,40.69339,-73.90588,Private room,1,6,4.74,2,311,0,21,0,1,1
9793,16387794,Manhattan,Hell's Kitchen,40.7603,-73.99222,Entire home/apt,3,203,4.27,1,271,1,7,1,2,0
42498,91018434,Brooklyn,Sheepshead Bay,40.5987,-73.9593,Shared room,1,0,,1,0,0,73,2,1,2
5148,188896,Brooklyn,Clinton Hill,40.69034,-73.96675,Entire home/apt,1,121,2.03,2,171,0,3,1,1,0
26814,4976240,Manhattan,Murray Hill,40.75031,-73.97776,Entire home/apt,7,26,1.57,1,2,1,5,1,2,0
28116,6041929,Manhattan,West Village,40.73253,-74.00859,Entire home/apt,4,11,0.65,1,189,1,11,1,2,0
47953,21261408,Brooklyn,Clinton Hill,40.68783,-73.96061,Shared room,1,3,3.0,6,350,0,3,2,1,2
17628,10346084,Queens,Astoria,40.75816,-73.91945,Entire home/apt,5,0,,1,0,2,56,1,3,0
14034,23778489,Manhattan,East Village,40.72215,-73.98496,Entire home/apt,4,8,0.21,1,351,1,19,1,2,0
28864,162280872,Manhattan,Upper East Side,40.77466,-73.94748,Entire home/apt,30,5,0.29,13,140,1,28,1,2,0
42573,154525001,Queens,Woodside,40.74443,-73.90885,Entire home/apt,1,14,3.68,1,288,2,31,1,3,0
4964,3902832,Brooklyn,Greenpoint,40.7322,-73.95882,Private room,3,0,,1,0,0,20,0,1,1
16189,48764969,Brooklyn,Cypress Hills,40.68122,-73.90399,Private room,6,12,0.96,2,207,0,84,0,1,1
29507,166818540,Manhattan,Chelsea,40.73991,-74.00211,Entire home/apt,1,2,0.11,1,0,1,14,1,2,0
36524,218840878,Bronx,Mott Haven,40.81017,-73.92266,Private room,2,2,0.23,1,88,4,98,0,0,1
45032,7087084,Bronx,Fordham,40.86003,-73.89314,Private room,1,2,1.36,1,236,4,144,0,0,1
47392,268631641,Manhattan,East Village,40.72198,-73.97678,Private room,1,1,1.0,1,1,1,19,0,2,1
45026,66266373,Manhattan,East Village,40.72709,-73.98582,Entire home/apt,1,8,4.9,1,15,1,19,1,2,0
38485,65653322,Manhattan,Harlem,40.82521,-73.94037,Entire home/apt,2,2,0.27,1,0,1,2,1,2,0
18655,61391963,Manhattan,Upper East Side,40.78321,-73.95646,Entire home/apt,30,4,0.21,91,311,1,28,1,2,0
12514,16396714,Manhattan,Kips Bay,40.74054,-73.97626,Entire home/apt,3,1,0.04,3,0,1,26,1,2,0
25010,142246533,Manhattan,Upper East Side,40.76989,-73.94961,Private room,12,1,0.04,1,0,1,28,0,2,1
19003,95552798,Brooklyn,Williamsburg,40.7176,-73.96148,Entire home/apt,3,19,0.57,1,7,0,12,1,1,0
38714,107434423,Manhattan,Hell's Kitchen,40.76393,-73.98721,Entire home/apt,30,0,,232,227,1,7,1,2,0
36352,35927005,Brooklyn,Borough Park,40.63448,-74.00563,Private room,1,2,0.24,10,365,0,111,0,1,1
21474,1784335,Brooklyn,Crown Heights,40.67627,-73.95024,Private room,2,6,0.21,1,0,0,15,0,1,1
48537,25585857,Manhattan,Upper East Side,40.78324,-73.94734,Entire home/apt,6,0,,1,73,1,28,1,2,0
6316,1698391,Manhattan,Hell's Kitchen,40.76142,-73.99177,Entire home/apt,2,7,0.13,3,277,1,7,1,2,0
18950,8993084,Brooklyn,Bedford-Stuyvesant,40.69085,-73.95578,Private room,2,41,1.25,4,83,0,6,0,1,1
38921,226410657,Brooklyn,Bedford-Stuyvesant,40.68561,-73.93085,Private room,30,1,0.18,27,311,0,6,0,1,1
25812,454274,Brooklyn,Williamsburg,40.70789,-73.96755,Entire home/apt,5,12,0.57,1,0,0,12,1,1,0
35622,213615269,Brooklyn,Bedford-Stuyvesant,40.68871,-73.92732,Entire home/apt,2,48,4.86,1,104,0,6,1,1,0
17272,79341807,Queens,Arverne,40.59421,-73.80043,Entire home/apt,2,35,0.95,1,4,2,106,1,3,0
9171,23833056,Manhattan,Upper East Side,40.7688,-73.9535,Private room,1,0,,1,0,1,28,0,2,1
21170,2092314,Brooklyn,East Flatbush,40.64513,-73.9488,Shared room,30,3,0.13,7,365,0,54,2,1,2
6197,6926899,Brooklyn,Williamsburg,40.7113,-73.94938,Private room,3,4,0.07,1,0,0,12,0,1,1
1277,2702563,Manhattan,East Village,40.72564,-73.98252,Entire home/apt,2,5,0.09,1,0,1,19,1,2,0
27650,55468128,Brooklyn,Windsor Terrace,40.6602,-73.98244,Private room,1,88,4.44,7,248,0,17,0,1,1
30217,75359775,Manhattan,Little Italy,40.71848,-73.99756,Private room,1,8,0.49,1,0,1,53,0,2,1
3640,11157871,Brooklyn,Bedford-Stuyvesant,40.67892,-73.95156,Entire home/apt,2,94,2.55,1,144,0,6,1,1,0
4860,12220316,Brooklyn,Fort Greene,40.6857,-73.97088,Entire home/apt,3,6,0.1,1,252,0,13,1,1,0
22635,37901086,Manhattan,Upper East Side,40.76482,-73.96061,Entire home/apt,1,1,1.0,1,362,1,28,1,2,0
2199,5655889,Manhattan,East Village,40.72351,-73.98283,Entire home/apt,5,47,0.63,1,341,1,19,1,2,0
4448,15430260,Manhattan,East Village,40.72889,-73.98853,Entire home/apt,1,150,2.52,1,278,1,19,1,2,0
45795,71630660,Manhattan,Upper East Side,40.77086,-73.95131,Entire home/apt,3,0,,1,273,1,28,1,2,0
1637,52615,Manhattan,Nolita,40.72064,-73.99605,Entire home/apt,28,19,0.25,1,267,1,64,1,2,0
5062,740032,Brooklyn,Windsor Terrace,40.65413,-73.97684,Entire home/apt,5,28,0.6,1,192,0,17,1,1,0
1764,3472148,Queens,Ditmars Steinway,40.77452,-73.90889,Private room,1,0,,1,0,2,49,0,3,1
6454,17014518,Brooklyn,Greenpoint,40.73039,-73.9541,Entire home/apt,1,0,,1,0,0,20,1,1,0
26730,145825873,Manhattan,Harlem,40.80436,-73.94865,Entire home/apt,30,5,0.53,4,32,1,2,1,2,0
32814,159204067,Brooklyn,Greenpoint,40.72488,-73.94932,Entire home/apt,1,6,0.5,1,6,0,20,1,1,0
13188,820010,Brooklyn,Bedford-Stuyvesant,40.69233,-73.94204,Private room,1,25,0.58,3,141,0,6,0,1,1
43807,255899465,Brooklyn,Bushwick,40.69814,-73.9286,Private room,2,10,3.85,1,127,0,21,0,1,1
39425,228263278,Manhattan,Harlem,40.8241,-73.94682,Private room,2,4,0.93,4,180,1,2,0,2,1
37221,24124835,Brooklyn,Bedford-Stuyvesant,40.68652,-73.95412,Private room,25,0,,2,100,0,6,0,1,1
35507,212857568,Queens,Ozone Park,40.67616,-73.86016,Entire home/apt,4,12,1.38,1,193,2,95,1,3,0
14536,60244293,Brooklyn,Bedford-Stuyvesant,40.68647,-73.92849,Entire home/apt,2,168,4.11,2,291,0,6,1,1,0
45851,245457246,Queens,South Ozone Park,40.67101,-73.78943,Entire home/apt,2,2,1.3,1,354,2,160,1,3,0
11800,16176030,Queens,Ditmars Steinway,40.77497,-73.91425,Entire home/apt,4,11,0.25,1,38,2,49,1,3,0
3587,10932521,Manhattan,Lower East Side,40.71978,-73.98643,Entire home/apt,2,12,0.21,1,0,1,23,1,2,0
37659,78482422,Manhattan,East Harlem,40.79,-73.94728,Entire home/apt,2,11,1.49,1,0,1,4,1,2,0
36256,217468746,Staten Island,Stapleton,40.62448,-74.08317,Entire home/apt,1,23,2.43,1,0,3,93,1,4,0
26282,47577509,Manhattan,Roosevelt Island,40.76322,-73.94899,Private room,28,0,,1,0,1,51,0,2,1
16888,70181422,Brooklyn,Windsor Terrace,40.65211,-73.97872,Private room,1,13,0.35,4,0,0,17,0,1,1
10600,43034440,Brooklyn,Prospect-Lefferts Gardens,40.65961,-73.96177,Entire home/apt,30,43,0.94,1,43,0,24,1,1,0
32290,6254791,Manhattan,Financial District,40.70884,-74.00822,Entire home/apt,2,2,0.2,1,0,1,43,1,2,0
9588,2164856,Brooklyn,East Flatbush,40.64939,-73.94791,Private room,1,0,,1,0,0,54,0,1,1
4617,15384170,Brooklyn,Fort Greene,40.68727,-73.972,Entire home/apt,3,12,0.2,1,0,0,13,1,1,0
41919,168704622,Queens,Rosedale,40.66294,-73.73292,Entire home/apt,2,4,0.97,1,364,2,183,1,3,0
1020,2050328,Manhattan,East Village,40.73111,-73.98528,Entire home/apt,14,1,0.03,1,0,1,19,1,2,0
43471,253748268,Queens,Elmhurst,40.74623,-73.88974,Private room,1,4,1.94,1,83,2,81,0,3,1
10950,20123860,Manhattan,East Village,40.72831,-73.98481,Private room,1,2,0.04,2,0,1,19,0,2,1
37945,157410883,Brooklyn,Bushwick,40.69372,-73.92283,Entire home/apt,1,39,5.27,1,196,0,21,1,1,0
46979,260895286,Manhattan,Upper West Side,40.78642,-73.97723,Private room,3,0,,2,112,1,8,0,2,1
31188,154258141,Brooklyn,Bushwick,40.68936,-73.91369,Private room,2,40,2.65,10,343,0,21,0,1,1
28421,611408,Manhattan,Lower East Side,40.71542,-73.98403,Entire home/apt,7,0,,1,0,1,23,1,2,0
14255,1395401,Manhattan,Upper East Side,40.78119,-73.9468,Entire home/apt,5,6,0.17,1,67,1,28,1,2,0
23952,21383358,Manhattan,Roosevelt Island,40.76119,-73.94914,Entire home/apt,5,3,0.12,1,0,1,51,1,2,0
2721,7858210,Manhattan,Harlem,40.81384,-73.93973,Private room,2,125,1.77,4,167,1,2,0,2,1
31939,25347213,Brooklyn,Bedford-Stuyvesant,40.68432,-73.9515,Entire home/apt,2,3,0.23,1,0,0,6,1,1,0
42367,118403993,Brooklyn,Williamsburg,40.72124,-73.95984,Entire home/apt,2,10,2.63,2,351,0,12,1,1,0
34651,27336207,Manhattan,Gramercy,40.73569,-73.98097,Entire home/apt,3,6,0.56,2,0,1,68,1,2,0
2383,6394282,Brooklyn,Greenpoint,40.73135,-73.95489,Private room,7,116,1.57,1,308,0,20,0,1,1
12660,50144878,Brooklyn,Bedford-Stuyvesant,40.68362,-73.94646,Entire home/apt,7,1,0.03,1,0,0,6,1,1,0
17198,27175000,Manhattan,SoHo,40.72263,-74.00424,Entire home/apt,3,2,0.06,1,0,1,27,1,2,0
